CourseCode,CourseName,CourseCredit,Type,Courses,Applicable forDepartment(s),Applicable forprogram(s),InstructorConsent,Remark,Qualifyingdiscipline
AE6106,Bayesian Estimation for Tracking and Navigation,6,prerequiste,,All Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A.
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Postgraduate Diploma(PGD-Exit)
- Preparatory Course
- Visiting Students
",Required,,
BB 400,Molecular Biophysics,6,prerequiste,BB 101,All Department,"- B.S.
- B.Tech.
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Integrated M.Sc. (5-Year)
- Preparatory Course
",Not Required,,
BB 403,Biomolecular Spectroscopy,6,prerequiste,BB 401,All Department,"- B.S.
- B.Tech.
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Integrated M.Sc. (5-Year)
- Preparatory Course
",Not Required,,
BB 404,Metabolism and Bioenergetics,6,prerequiste,BB 101 OR BS 409,All Department,"- B.S.
- B.Tech.
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Integrated M.Sc. (5-Year)
- Preparatory Course
",Not Required,,
BB 405,Molecular Biology,6,prerequiste,BB 101,Other than Self Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
BB 414,Molecular Diagnostics,3,prerequiste,BB 101,Other than Self Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A.
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Not Required,,
BB 415,Cell and Molecular Biology,6,prerequiste,BB 101,Other than Self Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- DDDP
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Sc.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A.
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Postgraduate Diploma(PGD-Exit)
- Preparatory Course
- Visiting Students
",Required,,
BB 427,Introduction to Neural Engineering,6,prerequiste,,Other than Self Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,CPI&gt;=6,
BB 503,Genetic Engineering,6,prerequiste,BB 405,Other than Self Department,"- B.Des.
- B.S.
- B.Tech.
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.Sc. + M.Tech.)
- Integrated M.Sc. (5-Year)
- Preparatory Course
",Not Required,,
BB 503,Genetic Engineering,6,prerequiste,BB 101,All Department,"- Preparatory Course
",Required,,
BB 507,Molecular Enzymology,6,prerequiste,,Other than Self Department,"- B.S.
- B.Tech.
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Integrated M.Sc. (5-Year)
- Preparatory Course
",Required,,
BB 621,Biostatistics,6,prerequiste,,All Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
BB 623,Mechanisms of Bacterial Pathogenesis,6,prerequiste,BB 524,All Department,"- M.Tech.
",Not Required,,
BB 623,Mechanisms of Bacterial Pathogenesis,6,prerequiste,BB 101 OR BB 411,All Department,"- B.Tech.
",Not Required,,
BB 638,Topics in Evolution,6,prerequiste,BB 101,Other than Self Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Preparatory Course
- Visiting Students
",Not Required,,
BB 647,Introduction to Evolutionary Biology,3,prerequiste,BB 101,Other than Self Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Not Required,,
BB 655,Introduction to Biomedical Optics,6,prerequiste,,All Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A.
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Postgraduate Diploma(PGD-Exit)
- Preparatory Course
- Visiting Students
",Required,,
BB 667,Computational Physiology and Medicine,6,prerequiste,,All Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
BB 668,Engineering Principles in Surgical Reconstruction,6,prerequiste,,All Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
BB 705,Fundamental Concepts in Developmental Biology,6,prerequiste,,Other than Self Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
BB 899,Communication Skills,6,prerequiste,,Other than Self Department,"- Bachelor of Design (3-year)
- B.Des.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- DDDP
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Sc.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A.
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Postgraduate Diploma(PGD-Exit)
- Preparatory Course
- Visiting Students
",Required,,
BB 899,Communication Skills,6,prerequiste,,Other than Self Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- DDDP
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Sc.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A.
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Postgraduate Diploma(PGD-Exit)
- Preparatory Course
- Visiting Students
",Required,,
BS 400,Molecular Biophysics,6,prerequiste,BT 251,All Department,"- B.S.
- B.Tech.
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Integrated M.Sc. (5-Year)
- Preparatory Course
",Not Required,,
BS 402,Cell Biology,6,prerequiste,,All Department,"- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Visiting Students
",Required,,
BS 402,Cell Biology,6,prerequiste,BT 251,All Department,"- B.S.
- B.Tech.
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Integrated M.Sc. (5-Year)
- Preparatory Course
",Not Required,,
BS 404,Metabolism and Bioenergetics,6,prerequiste,BT 251,All Department,"- B.S.
- B.Tech.
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Integrated M.Sc. (5-Year)
- Preparatory Course
",Not Required,,
BS 404,Metabolism and Bioenergetics,6,prerequiste,,All Department,"- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Visiting Students
",Required,,
BS 600,Molecular Cell Signalling,6,prerequiste,BT 251,All Department,"- B.S.
- B.Tech.
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Integrated M.Sc. (5-Year)
- Preparatory Course
",Not Required,,
BS 600,Molecular Cell Signalling,6,prerequiste,,All Department,"- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Visiting Students
",Required,,
BS 602,Topics in Biotechnology II,6,prerequiste,,All Department,"- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Visiting Students
",Required,,
BS 608,Protein Crystallography,6,prerequiste,,All Department,"- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Visiting Students
",Required,,
BT 808,Principles of Biomolecular Interactions and Recognition,6,prerequiste,,All Department,"- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Visiting Students
",Required,,
CE 201,Solid Mechanics I,8,prerequiste,CE 102,Self Department (Department offering this Course),"- B.Tech.
",Not Required,,
CE 330,Geotechnical Engineering II,6,prerequiste,CE 323,All Department,"- B.Des.
- B.S.
- B.Tech.
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- Integrated M.Sc. (5-Year)
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Not Required,,
CE 330,Geotechnical Engineering II,6,prerequiste,CE 323,Self Department (Department offering this Course),"- B.Tech.
",Not Required,,"- CE - Civil Engg.
"
CE 333,Foundation Engineering,6,prerequiste,CE 236,Self Department (Department offering this Course),"- B.Tech.
",Conditional,,
CE 403,Design of Structures III,6,prerequiste,CE 337,Self Department (Department offering this Course),"- B.Tech.
",Required,,
CE 420,Concrete Technology,6,prerequiste,CE 209,All Department,"- B.Tech.
",Not Required,,
CE 433,Water Supply and Waste Water Engineering,6,prerequiste,CE 207AND CE 242 AND CE 343,All Department,"- B.Tech.
",Not Required,,
CE 434,Traffic Analysis and Design,6,prerequiste,CE 415,All Department,"- B.S.
- B.Tech.
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Integrated M.Sc. (5-Year)
- Preparatory Course
",Not Required,,
CE 434,Traffic Analysis and Design,6,prerequiste,CE 415,All Department,"- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Visiting Students
",Not Required,,
CE 469,Advanced Solid Mechanics,6,prerequiste,CE 221,All Department,"- B.Des.
- B.S.
- B.Tech.
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- Integrated M.Sc. (5-Year)
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
CE 603,Numerical Methods,6,prerequiste,,All Department,"- B.Tech.
",Required,,
